FvH4_1g01322,FxaC_2g10410,FxaC_1g05520,FxaC_4g38600,.
FvH4_1g01340,FxaC_2g10411,FxaC_1g05520,.,FxaC_3g01780
FvH4_1g01350,FxaC_2g10410,FxaC_1g05520,FxaC_4g38600,FxaC_3g01781
FvH4_1g01360,FxaC_2g10440,FxaC_1g05510,.,FxaC_3g01770
FvH4_1g01361,.,.,.,.
FvH4_1g01362,FxaC_2g10411,FxaC_1g05520,.,FxaC_3g01780
FvH4_1g01363,FxaC_2g10410,FxaC_1g05520,FxaC_4g38600,.
FvH4_1g01364,FxaC_2g10411,FxaC_1g05520,.,FxaC_3g01780
FvH4_1g01365,FxaC_2g10410,FxaC_1g05520,FxaC_4g38600,FxaC_3g01781
FvH4_1g01380,FxaC_2g10440,FxaC_1g05511,.,.
FvH4_1g01381,.,.,.,FxaC_3g01770
FvH4_1g01382,FxaC_2g10411,FxaC_1g05520,.,FxaC_3g01780
FvH4_1g01383,.,FxaC_1g05520,.,FxaC_3g01781
FvH4_1g01390,FxaC_2g10410,FxaC_1g05520,FxaC_4g38600,.
FvH4_1g01420,FxaC_2g10410,FxaC_1g05520,FxaC_4g38600,FxaC_3g01781
FvH4_1g01430,FxaC_2g10400,FxaC_1g05430,FxaC_4g38580,FxaC_3g01830
FvH4_1g01440,FxaC_2g10390,FxaC_1g05420,FxaC_4g38570,.
FvH4_1g01450,FxaC_2g10380,FxaC_1g05410,FxaC_4g38560,FxaC_3g01870
FvH4_1g01451,.,.,.,.
FvH4_1g01452,.,.,.,.
FvH4_1g01460,FxaC_2g10360,FxaC_1g05400,FxaC_4g38550,FxaC_3g01880
FvH4_1g01470,FxaC_2g09970,FxaC_1g05390,FxaC_4g38540,.
FvH4_1g01480,FxaC_2g10350,FxaC_1g05380,FxaC_4g38530,FxaC_3g01890
FvH4_1g01490,FxaC_2g10340,FxaC_1g05362,FxaC_4g38520,.
FvH4_1g01491,FxaC_2g10330,FxaC_1g05361,.,FxaC_3g01900
FvH4_1g01500,FxaC_2g09970,FxaC_1g05340,FxaC_4g38510,.
FvH4_1g01520,FxaC_2g10310,FxaC_1g05272,FxaC_4g38490,FxaC_3g01920
FvH4_1g01510,FxaC_2g10320,.,FxaC_4g38500,FxaC_3g01910
FvH4_1g01511,.,.,.,FxaC_3g01880
FvH4_1g01512,.,.,.,.
FvH4_1g01530,FxaC_2g10300,FxaC_1g05270,FxaC_4g38470,FxaC_3g01930
FvH4_1g01540,FxaC_2g10290,FxaC_1g05260,FxaC_4g38460,FxaC_3g01940
FvH4_1g01550,FxaC_2g10280,FxaC_1g05250,FxaC_4g38450,FxaC_3g01950
FvH4_1g01560,FxaC_2g10270,FxaC_1g05240,FxaC_4g38440,FxaC_3g01960
FvH4_1g01570,FxaC_2g10260,FxaC_1g05230,FxaC_4g38430,FxaC_3g02000
FvH4_1g01571,.,.,.,.
FvH4_1g01590,FxaC_2g10240,FxaC_1g05210,FxaC_4g38420,FxaC_3g02020
FvH4_1g01600,.,FxaC_1g05190,.,.
FvH4_1g01610,FxaC_2g10230,FxaC_1g05180,FxaC_4g38411,FxaC_3g02030
FvH4_1g01620,FxaC_2g10170,FxaC_1g05160,FxaC_4g38380,FxaC_3g02040
FvH4_1g01630,FxaC_2g10170,FxaC_1g05170,FxaC_4g38380,FxaC_3g02040
FvH4_1g01640,FxaC_2g10170,FxaC_1g05160,FxaC_4g38380,FxaC_3g02040
FvH4_1g01641,.,FxaC_1g05150,.,.
FvH4_1g01650,FxaC_2g10170,FxaC_1g05160,FxaC_4g38380,FxaC_3g02040
FvH4_1g01651,.,FxaC_1g05122,.,.
FvH4_1g01660,FxaC_2g10170,FxaC_1g05150,FxaC_4g38380,FxaC_3g02040
FvH4_1g01670,FxaC_2g10170,FxaC_1g05160,FxaC_4g38380,FxaC_3g02040
FvH4_1g01700,FxaC_2g10170,FxaC_1g05120,FxaC_4g38380,FxaC_3g02040
FvH4_1g01701,FxaC_2g10160,FxaC_1g05100,FxaC_4g38370,FxaC_3g02050
FvH4_1g01710,FxaC_2g10150,FxaC_1g05090,FxaC_4g38350,FxaC_3g02070
FvH4_1g01720,FxaC_2g10130,FxaC_1g05080,FxaC_4g38330,FxaC_3g02080
FvH4_1g01721,.,FxaC_1g05070,.,.
FvH4_1g01730,FxaC_2g10120,FxaC_1g05060,FxaC_4g38320,FxaC_3g02090
FvH4_1g01731,.,.,.,.
FvH4_1g01750,FxaC_2g10100,FxaC_1g05040,FxaC_4g38300,FxaC_3g02120
FvH4_1g01760,FxaC_2g10080,FxaC_1g05030,FxaC_4g38290,FxaC_3g02130
FvH4_1g01770,FxaC_2g10070,FxaC_1g05020,FxaC_4g38280,FxaC_3g02140
FvH4_1g01771,FxaC_2g10060,FxaC_1g05010,.,FxaC_3g02150
FvH4_1g01772,FxaC_2g10040,FxaC_1g04990,FxaC_4g38250,FxaC_3g02170
FvH4_1g01800,FxaC_2g10030,FxaC_1g04990,.,FxaC_3g02180
FvH4_1g01790,FxaC_2g10021,FxaC_1g04982,FxaC_4g38240,FxaC_3g02190
FvH4_1g01810,.,FxaC_1g04981,FxaC_4g38231,FxaC_3g02191
FvH4_1g01820,FxaC_2g10020,FxaC_1g04980,FxaC_4g38230,.
FvH4_1g01830,FxaC_2g10010,FxaC_1g04950,FxaC_4g38220,FxaC_3g02200
FvH4_1g01840,FxaC_2g10000,FxaC_1g04940,FxaC_4g38210,.
FvH4_1g01850,FxaC_2g09980,FxaC_1g04930,FxaC_4g38200,.
FvH4_1g01860,.,FxaC_1g04920,FxaC_4g38190,.
FvH4_1g01870,FxaC_2g09940,FxaC_1g04910,FxaC_4g38180,FxaC_3g02210
FvH4_1g01880,FxaC_2g09931,FxaC_1g04893,FxaC_4g38150,FxaC_3g02220
FvH4_1g01890,FxaC_2g09930,FxaC_1g04891,FxaC_4g38160,FxaC_3g02221
FvH4_1g01891,FxaC_2g09930,FxaC_1g04890,FxaC_4g38140,FxaC_3g02230
FvH4_1g01900,FxaC_2g09920,FxaC_1g04880,FxaC_4g38120,.
FvH4_1g01910,FxaC_2g09931,FxaC_1g04870,FxaC_4g38110,FxaC_3g02280
FvH4_1g01920,.,FxaC_1g04860,FxaC_4g38090,FxaC_3g02290
FvH4_1g01930,FxaC_2g09890,FxaC_1g04840,FxaC_4g38100,FxaC_3g02310
FvH4_1g01950,FxaC_2g09850,FxaC_1g04800,FxaC_4g38080,.
FvH4_1g01960,FxaC_2g09810,FxaC_1g04790,FxaC_4g38050,FxaC_3g02320
FvH4_1g01961,.,.,.,.
FvH4_1g01970,FxaC_2g09780,FxaC_1g04780,FxaC_4g38040,FxaC_3g02330
FvH4_1g01971,FxaC_2g09760,FxaC_1g04740,.,.
FvH4_1g01990,FxaC_2g09750,FxaC_1g04710,FxaC_4g38010,FxaC_3g02370
FvH4_1g02000,FxaC_2g09740,FxaC_1g04700,FxaC_4g38000,.
FvH4_1g02010,FxaC_2g09680,FxaC_1g04680,.,FxaC_3g02380
FvH4_1g02011,FxaC_2g09670,FxaC_1g04670,.,FxaC_3g02390
FvH4_1g02012,.,.,FxaC_4g37620,.
FvH4_1g02020,FxaC_2g09660,FxaC_1g04661,FxaC_4g37980,FxaC_3g02400
FvH4_1g02030,.,FxaC_1g04660,.,FxaC_3g02401
FvH4_1g02040,.,.,.,FxaC_3g02410
FvH4_1g02041,.,.,FxaC_4g37620,.
FvH4_1g02042,FxaC_2g09710,.,FxaC_4g37412,.
FvH4_1g02060,FxaC_2g09740,FxaC_1g04700,FxaC_4g38000,.
FvH4_1g02061,FxaC_2g09710,.,.,.
FvH4_1g02062,FxaC_2g09720,.,.,.
FvH4_1g02070,FxaC_2g09730,FxaC_1g04650,.,FxaC_3g02410
FvH4_1g02080,.,FxaC_1g04640,FxaC_4g37970,FxaC_3g02420
FvH4_1g02081,FxaC_2g09690,FxaC_1g04630,.,.
FvH4_1g02090,FxaC_2g09690,FxaC_1g04630,.,.
FvH4_1g02091,FxaC_2g09690,FxaC_1g04630,.,.
FvH4_1g02100,.,FxaC_1g04620,FxaC_4g37950,FxaC_3g02430
FvH4_1g02110,FxaC_2g09630,FxaC_1g04610,FxaC_4g37940,FxaC_3g02440
FvH4_1g02111,FxaC_2g09612,FxaC_1g04341,FxaC_4g37930,FxaC_3g02470
FvH4_1g02112,FxaC_2g09611,FxaC_1g04341,FxaC_4g37930,FxaC_3g02470
FvH4_1g02120,FxaC_2g09611,FxaC_1g04341,FxaC_4g37930,FxaC_3g02470
FvH4_1g02121,FxaC_2g09600,FxaC_1g04460,FxaC_4g37850,FxaC_3g02540
FvH4_1g02150,FxaC_2g09600,FxaC_1g04460,FxaC_4g37850,FxaC_3g02512
FvH4_1g02151,FxaC_2g09600,FxaC_1g04390,FxaC_4g37850,FxaC_3g02511
FvH4_1g02152,FxaC_2g09600,FxaC_1g04460,FxaC_4g37830,FxaC_3g02510
FvH4_1g02160,FxaC_2g09600,FxaC_1g04460,FxaC_4g37830,FxaC_3g02510
FvH4_1g02170,FxaC_2g09590,FxaC_1g04450,FxaC_4g37820,FxaC_3g02500
FvH4_1g02190,FxaC_2g09580,FxaC_1g04480,FxaC_4g37810,FxaC_3g02490
FvH4_1g02200,FxaC_2g09570,FxaC_1g04490,FxaC_4g37800,FxaC_3g02480
FvH4_1g02210,FxaC_2g09521,FxaC_1g04481,FxaC_4g37761,FxaC_3g02471
FvH4_1g02211,.,.,.,.
FvH4_1g02212,.,.,.,.
FvH4_1g02220,FxaC_2g09530,FxaC_1g04570,FxaC_4g37770,.
FvH4_1g02230,FxaC_2g09510,FxaC_1g04300,FxaC_4g37750,FxaC_3g02570
FvH4_1g02231,FxaC_2g09500,FxaC_1g04320,.,.
FvH4_1g02240,FxaC_2g09480,FxaC_1g04320,.,.
FvH4_1g02250,FxaC_2g09470,FxaC_1g04310,.,.
FvH4_1g02260,.,.,.,.
FvH4_1g02270,FxaC_2g09480,.,.,.
FvH4_1g02271,.,.,.,.
FvH4_1g02272,.,.,.,.
FvH4_1g02273,.,.,.,.
FvH4_1g02310,.,.,.,.
FvH4_1g02311,.,.,.,.
FvH4_1g02320,.,.,.,.
FvH4_1g02330,.,.,.,.
FvH4_1g02340,.,.,.,.
FvH4_1g02350,.,.,.,.
FvH4_1g02351,.,.,.,.
FvH4_1g02370,.,.,.,.
FvH4_1g02380,.,.,.,.
FvH4_1g02381,.,.,.,.
FvH4_1g02382,.,.,.,.
FvH4_1g02410,.,.,.,.
FvH4_1g02411,.,.,.,.
FvH4_1g02412,.,.,.,.
FvH4_1g02420,.,FxaC_1g04270,FxaC_3g02590,FxaC_2g12080
FvH4_1g02430,.,FxaC_1g04260,FxaC_3g02600,FxaC_2g12070
FvH4_1g02440,.,FxaC_1g04250,FxaC_3g02610,FxaC_2g12100
FvH4_1g02450,.,FxaC_1g04240,FxaC_3g02620,FxaC_2g12110
FvH4_1g02451,.,.,.,.
FvH4_1g02452,FxaC_2g09480,FxaC_1g04320,.,.
FvH4_1g02460,.,FxaC_1g04220,FxaC_3g02630,FxaC_2g12120
FvH4_1g02470,.,FxaC_1g04210,FxaC_3g02640,FxaC_2g12130
FvH4_1g02480,.,FxaC_1g04200,FxaC_3g02650,FxaC_2g12140
FvH4_1g02481,.,FxaC_1g04200,FxaC_3g02650,FxaC_2g12140
FvH4_1g02490,FxaC_2g09441,FxaC_1g04191,FxaC_3g02680,FxaC_2g12150
FvH4_1g02500,FxaC_2g09430,FxaC_1g04180,FxaC_3g02690,.
FvH4_1g02510,FxaC_2g09420,FxaC_1g04170,FxaC_3g02700,.
FvH4_1g02511,FxaC_2g09411,FxaC_1g04170,FxaC_3g02701,.
FvH4_1g02520,FxaC_2g09410,FxaC_1g04170,FxaC_3g02710,.
FvH4_1g02521,.,.,.,.
FvH4_1g02530,FxaC_2g09400,FxaC_1g04140,FxaC_3g02720,.
FvH4_1g02540,FxaC_2g09390,FxaC_1g04130,FxaC_3g02730,.
FvH4_1g02550,FxaC_2g09380,FxaC_1g04120,FxaC_3g02740,.
FvH4_1g02560,.,FxaC_1g04110,.,.
FvH4_1g02561,.,.,.,.
FvH4_1g02570,FxaC_2g09340,FxaC_1g04090,FxaC_3g02770,.
FvH4_1g02580,FxaC_2g09330,FxaC_1g04080,FxaC_3g02790,.
FvH4_1g02590,FxaC_2g09320,FxaC_1g04070,FxaC_3g02800,.
FvH4_1g02620,.,FxaC_1g04030,FxaC_3g02820,.
FvH4_1g02621,FxaC_2g09310,FxaC_1g03922,FxaC_3g02801,.
FvH4_1g02622,.,.,.,.
FvH4_1g02623,FxaC_2g09201,FxaC_1g03921,FxaC_3g02802,.
FvH4_1g02630,FxaC_2g09250,FxaC_1g03960,FxaC_3g02870,.
FvH4_1g02640,FxaC_2g09210,.,FxaC_3g02900,.
FvH4_1g02650,FxaC_2g09200,.,FxaC_3g02910,.
FvH4_1g02660,FxaC_2g09180,.,FxaC_3g02920,.
FvH4_1g02670,FxaC_2g09190,.,FxaC_3g02930,.
FvH4_1g02671,.,.,.,.
FvH4_1g02680,FxaC_2g09140,FxaC_1g03930,FxaC_3g02980,.
FvH4_1g02690,FxaC_2g09130,FxaC_1g03920,FxaC_3g02990,.
FvH4_1g02700,FxaC_2g09120,FxaC_1g03890,FxaC_3g03010,.
FvH4_1g02710,FxaC_2g09100,FxaC_1g03870,FxaC_3g03020,.
FvH4_1g02720,FxaC_2g09100,FxaC_1g03870,FxaC_3g03040,.
FvH4_1g02730,FxaC_2g09061,FxaC_1g03820,FxaC_3g03051,FxaC_3g00260
FvH4_1g02740,.,FxaC_1g03810,.,.
FvH4_1g02750,.,.,.,.
FvH4_1g02760,FxaC_2g09050,FxaC_1g03790,FxaC_3g03070,.
FvH4_1g02770,FxaC_2g09040,FxaC_1g03771,FxaC_3g03080,.
FvH4_1g02780,FxaC_2g09040,FxaC_1g03771,FxaC_3g03080,FxaC_3g00270
FvH4_1g02790,FxaC_2g09030,FxaC_1g03760,FxaC_3g03090,FxaC_3g00280
FvH4_1g02800,FxaC_2g09020,FxaC_1g03750,FxaC_3g03100,FxaC_3g00290
FvH4_1g02820,FxaC_2g09000,FxaC_1g03730,FxaC_3g03120,FxaC_3g00310
FvH4_1g02810,FxaC_2g09010,FxaC_1g03740,FxaC_3g03110,FxaC_3g00300
FvH4_1g02811,.,.,.,.
FvH4_1g02840,.,.,.,.
FvH4_1g02841,.,.,.,.
FvH4_1g02842,.,.,.,.
FvH4_1g02843,.,.,.,.
FvH4_1g02850,FxaC_2g08980,FxaC_1g03700,.,FxaC_3g00330
FvH4_1g02860,FxaC_2g08970,FxaC_1g03691,.,FxaC_3g00340
FvH4_1g02870,FxaC_2g08961,FxaC_1g03691,.,FxaC_3g00340
FvH4_1g02880,FxaC_2g08960,FxaC_1g03690,.,FxaC_3g00341
FvH4_1g02890,FxaC_2g08951,FxaC_1g03681,FxaC_3g03310,.
FvH4_1g02900,FxaC_2g08950,FxaC_1g03680,FxaC_3g03280,FxaC_3g00342
FvH4_1g02910,FxaC_2g08920,FxaC_1g03670,FxaC_3g03280,FxaC_3g00350
FvH4_1g02920,FxaC_2g08940,FxaC_1g03650,FxaC_3g03320,FxaC_3g00350
FvH4_1g02930,FxaC_2g08920,FxaC_1g03660,FxaC_3g03320,FxaC_3g00350
FvH4_1g02940,FxaC_2g08940,FxaC_1g03630,FxaC_3g03310,FxaC_3g00350
FvH4_1g02941,FxaC_2g08940,FxaC_1g03630,FxaC_3g03310,FxaC_3g00350
FvH4_1g02950,.,.,.,.
FvH4_1g02960,FxaC_2g08930,.,FxaC_3g03290,.
FvH4_1g02970,FxaC_2g08920,FxaC_1g03600,FxaC_3g03280,FxaC_3g00350
FvH4_1g02980,.,FxaC_1g03681,.,.
FvH4_1g02990,FxaC_2g08910,FxaC_1g03550,FxaC_3g03270,.
FvH4_1g02991,.,.,.,.
FvH4_1g02992,.,.,.,.
FvH4_1g02993,.,.,.,.
FvH4_1g03000,FxaC_2g08900,FxaC_1g03580,FxaC_3g03260,.
FvH4_1g03001,.,FxaC_1g03580,.,.
FvH4_1g03010,FxaC_2g08890,FxaC_1g03510,FxaC_3g03250,.
FvH4_1g03011,.,.,.,.
FvH4_1g03012,.,.,.,.
FvH4_1g03020,FxaC_2g08870,FxaC_1g03560,FxaC_3g03240,.
